id	file	line	kind	field	source	zh_cn	context
EDIT_06698	lib/edit/r_info.txt	20772	monster_name	N:name	Glabrezu		N:1155:Glabrezu
EDIT_06699	lib/edit/r_info.txt	20785	description	D	It is demon with arms and pincers, its form a true mockery of life.		D:It is demon with arms and pincers, its form a true mockery of life.
EDIT_06700	lib/edit/r_info.txt	20787	monster_name	N:name	Nalfeshnee		N:1156:Nalfeshnee
EDIT_06701	lib/edit/r_info.txt	20803	description	D	It is a large demon with the head of a giant boar.  Flames run up and down		D:It is a large demon with the head of a giant boar.  Flames run up and down
EDIT_06702	lib/edit/r_info.txt	20804	description	D	its length.		D: its length.
EDIT_06703	lib/edit/r_info.txt	20806	monster_name	N:name	Barbazu		N:1157:Barbazu
EDIT_06704	lib/edit/r_info.txt	20821	description	D	A foul, humanoid creature with a long tail, clawed hands and feet, and a		D:A foul, humanoid creature with a long tail, clawed hands and feet, and a
EDIT_06705	lib/edit/r_info.txt	20822	description	D	disgusting, wiry, snaky beard.  They are the elite shock troops of the		D: disgusting, wiry, snaky beard.  They are the elite shock troops of the
EDIT_06706	lib/edit/r_info.txt	20823	description	D	hells, capable of a terrifying berserk fury.		D: hells, capable of a terrifying berserk fury.
EDIT_06707	lib/edit/r_info.txt	20825	monster_name	N:name	Vrock		N:1158:Vrock
EDIT_06708	lib/edit/r_info.txt	20838	description	D	It is a demon with a long neck and raking claws.		D:It is a demon with a long neck and raking claws.
EDIT_06709	lib/edit/r_info.txt	20841	monster_name	N:name	Cave Gorm		N:1159:Cave Gorm
EDIT_06710	lib/edit/r_info.txt	20857	description	D	A large reptile in black scales, burning the earth with		D:A large reptile in black scales, burning the earth with
EDIT_06711	lib/edit/r_info.txt	20858	description	D	the touch of hell where it steps.		D:the touch of hell where it steps.
EDIT_06712	lib/edit/r_info.txt	20861	monster_name	N:name	Nebiros, the Marquis		N:1160:Nebiros, the Marquis
EDIT_06713	lib/edit/r_info.txt	20881	description	D	Nebiros, the General of Hell keeps watch over all demons. One of the		D:Nebiros, the General of Hell keeps watch over all demons. One of the
EDIT_06714	lib/edit/r_info.txt	20882	description	D	greatest necromancers in Hell, he appears in the form of a raven.		D:greatest necromancers in Hell, he appears in the form of a raven.
EDIT_06715	lib/edit/r_info.txt	20884	monster_name	N:name	Atropos, the Sister of Fate		N:1161:Atropos, the Sister of Fate
EDIT_06716	lib/edit/r_info.txt	20902	description	D	Atropos is the eldest of the sisters of fate and cuts the threads of		D:Atropos is the eldest of the sisters of fate and cuts the threads of
EDIT_06717	lib/edit/r_info.txt	20903	description	D	life with her shears. She has decided that your time is up.		D:life with her shears. She has decided that your time is up.
EDIT_06718	lib/edit/r_info.txt	20905	monster_name	N:name	Greater naga		N:1162:Greater naga
EDIT_06719	lib/edit/r_info.txt	20922	monster_name	N:name	Nagaraja		N:1163:Nagaraja
EDIT_06720	lib/edit/r_info.txt	20939	description	D	A king of the naga.		D:A king of the naga.
EDIT_06721	lib/edit/r_info.txt	20941	monster_name	N:name	Mothra		N:1164:Mothra
EDIT_06722	lib/edit/r_info.txt	20958	description	D	The giant moth from Mothra island is here to face the threat to her		D:The giant moth from Mothra island is here to face the threat to her
EDIT_06723	lib/edit/r_info.txt	20959	description	D	home.		D:home.
EDIT_06724	lib/edit/r_info.txt	20961	monster_name	N:name	King Ghidora		N:1165:King Ghidora
EDIT_06725	lib/edit/r_info.txt	20979	description	D	An ancient dragon from outer space with three heads. If he is not		D:An ancient dragon from outer space with three heads. If he is not
EDIT_06726	lib/edit/r_info.txt	20980	description	D	stopped he will destroy the world.		D:stopped he will destroy the world.
EDIT_06727	lib/edit/r_info.txt	20982	monster_name	N:name	Thanatos, God of Death		N:1166:Thanatos, God of Death
EDIT_06728	lib/edit/r_info.txt	21000	description	D	"I win greater honor when the victims are young."		D:"I win greater honor when the victims are young."
EDIT_06729	lib/edit/r_info.txt	21002	monster_name	N:name	The Diamond Dragon		N:1167:The Diamond Dragon
EDIT_06730	lib/edit/r_info.txt	21021	description	D	Greatest of the crystal dragons, it threatens to tear you asunder with its		D:Greatest of the crystal dragons, it threatens to tear you asunder with its
EDIT_06731	lib/edit/r_info.txt	21022	description	D	mighty claws.		D:mighty claws.
EDIT_06732	lib/edit/r_info.txt	21024	monster_name	N:name	Cacodemon		N:1168:Cacodemon
EDIT_06733	lib/edit/r_info.txt	21037	description	D	A giant one-eyed floating meatball, spitting plasma.		D:A giant one-eyed floating meatball, spitting plasma.
EDIT_06734	lib/edit/r_info.txt	21039	monster_name	N:name	Chitauli		N:1169:Chitauli
EDIT_06735	lib/edit/r_info.txt	21055	description	D	"And there is another name by which these creatures are known. This name is		D:"And there is another name by which these creatures are known. This name is
EDIT_06736	lib/edit/r_info.txt	21056	description	D	Chitauli. Now, the word Chitauli means "the dictators, the ones who tell us		D:Chitauli. Now, the word Chitauli means "the dictators, the ones who tell us
EDIT_06737	lib/edit/r_info.txt	21057	description	D	the law". In other words, they who tell us, secretly, what we are to do."		D:the law". In other words, they who tell us, secretly, what we are to do."
EDIT_06738	lib/edit/r_info.txt	21059	monster_name	N:name	Umbaba-Samahongo		N:1170:Umbaba-Samahongo
EDIT_06739	lib/edit/r_info.txt	21076	description	D	"The lord king, the great father of the terrible eyes. And this god is		D:"The lord king, the great father of the terrible eyes. And this god is
EDIT_06740	lib/edit/r_info.txt	21077	description	D	waiting for the day when the surface of the Earth will be cleared of		D:waiting for the day when the surface of the Earth will be cleared of
EDIT_06741	lib/edit/r_info.txt	21078	description	D	human beings so that he, and his children, the Chitauli, can come out		D:human beings so that he, and his children, the Chitauli, can come out
EDIT_06742	lib/edit/r_info.txt	21079	description	D	and enjoy the heat of the Sun."		D:and enjoy the heat of the Sun."
EDIT_06743	lib/edit/r_info.txt	21081	monster_name	N:name	Flame spider		N:1171:Flame spider
EDIT_06744	lib/edit/r_info.txt	21093	description	D	A spider wreathed in flames. It seems to pulse and quiver with		D:A spider wreathed in flames. It seems to pulse and quiver with
EDIT_06745	lib/edit/r_info.txt	21094	description	D	barely constrained energy.		D:barely constrained energy.
EDIT_06746	lib/edit/r_info.txt	21096	monster_name	N:name	Nexus spider		N:1172:Nexus spider
EDIT_06747	lib/edit/r_info.txt	21108	description	D	A spider which inhabits the crossroads of time and space, pulsating		D:A spider which inhabits the crossroads of time and space, pulsating
EDIT_06748	lib/edit/r_info.txt	21109	description	D	with barely constrained energy.		D:with barely constrained energy.
EDIT_06749	lib/edit/r_info.txt	21111	monster_name	N:name	Ice spider		N:1173:Ice spider
EDIT_06750	lib/edit/r_info.txt	21124	description	D	A giant white spider, seemingly frozen solid yet with an odd		D:A giant white spider, seemingly frozen solid yet with an odd
EDIT_06751	lib/edit/r_info.txt	21125	description	D	sense of imminent motion.		D:sense of imminent motion.
EDIT_06752	lib/edit/r_info.txt	21127	monster_name	N:name	Venom spider		N:1174:Venom spider
EDIT_06753	lib/edit/r_info.txt	21140	description	D	A giant spider covered in putresence. It seems ready to leap for your throat.		D:A giant spider covered in putresence. It seems ready to leap for your throat.
EDIT_06754	lib/edit/r_info.txt	21142	monster_name	N:name	Disintegrate spider		N:1175:Disintegrate spider
EDIT_06755	lib/edit/r_info.txt	21155	description	D	A large spider that seems capable of destroying the world around it, even you!		D:A large spider that seems capable of destroying the world around it, even you!
EDIT_06756	lib/edit/r_info.txt	21157	monster_name	N:name	Undead spider		N:1176:Undead spider
EDIT_06757	lib/edit/r_info.txt	21171	description	D	Rotting, putrescent, and shrouded in darkness, this bloated		D:Rotting, putrescent, and shrouded in darkness, this bloated
EDIT_06758	lib/edit/r_info.txt	21172	description	D	abomination is back from the nether world to hunt the living.		D:abomination is back from the nether world to hunt the living.
EDIT_06759	lib/edit/r_info.txt	21174	monster_name	N:name	Hell spider		N:1177:Hell spider
EDIT_06760	lib/edit/r_info.txt	21187	description	D	A giant spider from the planes of hell sent to rend your soul in		D:A giant spider from the planes of hell sent to rend your soul in
EDIT_06761	lib/edit/r_info.txt	21188	description	D	eternal damnation.		D:eternal damnation.
EDIT_06762	lib/edit/r_info.txt	21191	monster_name	N:name	Star Blade		N:1178:Star Blade
EDIT_06763	lib/edit/r_info.txt	21207	description	D	An undeviable presence, designated to watch the stars and the void and maintain		D:An undeviable presence, designated to watch the stars and the void and maintain
EDIT_06764	lib/edit/r_info.txt	21208	description	D	their balance. Its aura is pure beyond expression, its eyes reflect supreme		D:their balance. Its aura is pure beyond expression, its eyes reflect supreme
EDIT_06765	lib/edit/r_info.txt	21209	description	D	laws beyond comprehension, daring to look at it will drive you insane,		D:laws beyond comprehension, daring to look at it will drive you insane,
EDIT_06766	lib/edit/r_info.txt	21210	description	D	let alone fighting it!		D:let alone fighting it!
EDIT_06767	lib/edit/r_info.txt	21212	monster_name	N:name	Michael, the Guardian Overlord		N:1179:Michael, the Guardian Overlord
EDIT_06768	lib/edit/r_info.txt	21233	description	D	Through many succeeding cycles of time, as ray after ray provided the pathway		D:Through many succeeding cycles of time, as ray after ray provided the pathway
EDIT_06769	lib/edit/r_info.txt	21234	description	D	for the descent of new spirits, lord Michael has remained as the guardian		D:for the descent of new spirits, lord Michael has remained as the guardian
EDIT_06770	lib/edit/r_info.txt	21235	description	D	overlord of the angelic host, the elemental kingdom and humanity. He shall		D:overlord of the angelic host, the elemental kingdom and humanity. He shall
EDIT_06771	lib/edit/r_info.txt	21236	description	D	not fold his cosmic wings about him to return home until the final angelic		D:not fold his cosmic wings about him to return home until the final angelic
EDIT_06772	lib/edit/r_info.txt	21237	description	D	being is freed, the last man is redeemed and the last elemental returned to		D:being is freed, the last man is redeemed and the last elemental returned to
EDIT_06773	lib/edit/r_info.txt	21238	description	D	its perfect state.		D:its perfect state.
EDIT_06774	lib/edit/r_info.txt	21240	monster_name	N:name	Tik'srvzllat		N:1180:Tik'srvzllat
EDIT_06775	lib/edit/r_info.txt	21262	description	D	A disembodied and barely sentient mind, Tik'srvzllat floated		D:A disembodied and barely sentient mind, Tik'srvzllat floated
EDIT_06776	lib/edit/r_info.txt	21263	description	D	through the void for eons before being awakened by sorcery, pulled		D:through the void for eons before being awakened by sorcery, pulled
EDIT_06777	lib/edit/r_info.txt	21264	description	D	into the nether realm, and shaped into the being you see before you.		D:into the nether realm, and shaped into the being you see before you.
EDIT_06778	lib/edit/r_info.txt	21265	description	D	A flickering purple outline of a sphere, with eerie yellow-purple		D:A flickering purple outline of a sphere, with eerie yellow-purple
EDIT_06779	lib/edit/r_info.txt	21266	description	D	mist circling rapidly around it, Tik'srvzllat threatens your sanity		D:mist circling rapidly around it, Tik'srvzllat threatens your sanity
EDIT_06780	lib/edit/r_info.txt	21267	description	D	with its appearance alone.		D:with its appearance alone.
EDIT_06781	lib/edit/r_info.txt	21269	monster_name	N:name	Dor		N:1181:Dor
EDIT_06782	lib/edit/r_info.txt	21290	description	D	This golem beholder is a perfect sentry and won't let anything come close.		D:This golem beholder is a perfect sentry and won't let anything come close.
EDIT_06783	lib/edit/r_info.txt	21291	description	D	White mouldy flesh covered by metal plating holds a black lidless eye,		D:White mouldy flesh covered by metal plating holds a black lidless eye,
EDIT_06784	lib/edit/r_info.txt	21292	description	D	slowly turning around and around forever.		D:slowly turning around and around forever.
EDIT_06785	lib/edit/r_info.txt	21296	monster_name	N:name	Balcmeg, the Relentless		N:1182:Balcmeg, the Relentless
EDIT_06786	lib/edit/r_info.txt	21312	description	D	A small and exceptionally ugly orc, wearing dark leather		D:A small and exceptionally ugly orc, wearing dark leather
EDIT_06787	lib/edit/r_info.txt	21313	description	D	and carrying a short broad blade which he tosses from		D: and carrying a short broad blade which he tosses from
EDIT_06788	lib/edit/r_info.txt	21314	description	D	one hand to the other with unsettling dexterity.		D: one hand to the other with unsettling dexterity.
EDIT_06789	lib/edit/r_info.txt	21316	monster_name	N:name	Lug, the Grotesque		N:1183:Lug, the Grotesque
EDIT_06790	lib/edit/r_info.txt	21329	description	D	A huge champion of the orcs, clad in thick black armor		D:A huge champion of the orcs, clad in thick black armor
EDIT_06791	lib/edit/r_info.txt	21330	description	D	and carrying a shield and much-notched axe. He is		D: and carrying a shield and much-notched axe. He is
EDIT_06792	lib/edit/r_info.txt	21331	description	D	scarred of face and his eyes are small and baleful.		D: scarred of face and his eyes are small and baleful.
EDIT_06793	lib/edit/r_info.txt	21333	monster_name	N:name	Boldog, the Merciless		N:1184:Boldog, the Merciless
EDIT_06794	lib/edit/r_info.txt	21349	description	D	A great captain of the orcs, who leads many raids into the		D:A great captain of the orcs, who leads many raids into the
EDIT_06795	lib/edit/r_info.txt	21350	description	D	lands of the elves.		D: lands of the elves.
EDIT_06796	lib/edit/r_info.txt	21352	monster_name	N:name	Othrod, Lord of the Orcs		N:1185:Othrod, Lord of the Orcs
EDIT_06797	lib/edit/r_info.txt	21372	description	D	The cruelty in the eyes of this massive orc belies		D:The cruelty in the eyes of this massive orc belies
EDIT_06798	lib/edit/r_info.txt	21373	description	D	the intelligence that has kept him a favourite		D: the intelligence that has kept him a favourite
EDIT_06799	lib/edit/r_info.txt	21374	description	D	of the black enemy for many years.		D: of the black enemy for many years.
EDIT_06800	lib/edit/r_info.txt	21376	monster_name	N:name	Orcogar, Son of Orcobal		N:1186:Orcogar, Son of Orcobal
EDIT_06801	lib/edit/r_info.txt	21392	description	D	A large and powerful orc.  He looks just like his daddy.  He is tall and		D:A large and powerful orc.  He looks just like his daddy.  He is tall and
EDIT_06802	lib/edit/r_info.txt	21393	description	D	fast, but fortunately blessed with orcish brains.		D:fast, but fortunately blessed with orcish brains.
EDIT_06803	lib/edit/r_info.txt	21395	monster_name	N:name	Orcobal the Mighty		N:1187:Orcobal the Mighty
EDIT_06804	lib/edit/r_info.txt	21414	description	D	He is the champion fighter of the expeditionary orc forces of Angband.  He		D:He is the champion fighter of the expeditionary orc forces of Angband.  He
EDIT_06805	lib/edit/r_info.txt	21415	description	D	leers and swaggers as he approaches you.		D:leers and swaggers as he approaches you.
EDIT_06806	lib/edit/r_info.txt	21419	monster_name	N:name	Orc berserker		N:1188:Orc berserker
EDIT_06807	lib/edit/r_info.txt	21434	description	D	An orcish warrior in a battle-frenzy; he'll stop only when he drops.		D:An orcish warrior in a battle-frenzy; he'll stop only when he drops.
EDIT_06808	lib/edit/r_info.txt	21436	monster_name	N:name	Orc warlock		N:1189:Orc warlock
EDIT_06809	lib/edit/r_info.txt	21450	description	D	An orc who has made a pact with evil forces for fell power.		D:An orc who has made a pact with evil forces for fell power.
EDIT_06810	lib/edit/r_info.txt	21452	monster_name	N:name	Orc warlord		N:1190:Orc warlord
EDIT_06811	lib/edit/r_info.txt	21465	description	D	An armoured orc of great size who has won respect and power among		D:An armoured orc of great size who has won respect and power among
EDIT_06812	lib/edit/r_info.txt	21466	description	D	his fellow orcs.		D:his fellow orcs.
EDIT_06813	lib/edit/r_info.txt	21469	monster_name	N:name	The Maw of Hell		N:1191:The Maw of Hell
EDIT_06814	lib/edit/r_info.txt	21485	monster_name	N:name	Wiruin, the Maelstrom		N:1192:Wiruin, the Maelstrom
EDIT_06815	lib/edit/r_info.txt	21501	description	D	A violent icy whirlpool, brought from the frozen wastes of the Helcaraxe		D:A violent icy whirlpool, brought from the frozen wastes of the Helcaraxe
EDIT_06816	lib/edit/r_info.txt	21502	description	D	by Morgoth as guard and entertainment. Smaller vortices arise on its edges,		D:by Morgoth as guard and entertainment. Smaller vortices arise on its edges,
EDIT_06817	lib/edit/r_info.txt	21503	description	D	and you feel as if you will never be free of its deafening roar.		D:and you feel as if you will never be free of its deafening roar.
EDIT_06818	lib/edit/r_info.txt	21505	monster_name	N:name	The Storm of Unmagic		N:1193:The Storm of Unmagic
EDIT_06819	lib/edit/r_info.txt	21523	description	D	Howling through the disintegrating dungeon, this awesome whirlpool of		D:Howling through the disintegrating dungeon, this awesome whirlpool of
EDIT_06820	lib/edit/r_info.txt	21524	description	D	Unmagic rips the enchantments from everything it touches.		D:Unmagic rips the enchantments from everything it touches.
EDIT_06821	lib/edit/r_info.txt	21526	monster_name	N:name	Beelzebub, Lord of the Flies		N:1194:Beelzebub, Lord of the Flies
EDIT_06822	lib/edit/r_info.txt	21543	description	D	The prince of evil.		D:The prince of evil.
EDIT_06823	lib/edit/r_info.txt	21545	monster_name	N:name	Lucifer, Father of Lies		N:1195:Lucifer, Father of Lies
EDIT_06824	lib/edit/r_info.txt	21565	description	D	The bringer of dawn, tempter of men's souls, the angel of the		D:The bringer of dawn, tempter of men's souls, the angel of the
EDIT_06825	lib/edit/r_info.txt	21566	description	D	thirty-one-level pit; he twists reality around him and appears		D: thirty-one-level pit; he twists reality around him and appears
EDIT_06826	lib/edit/r_info.txt	21567	description	D	cloaked in both ice and flames.		D: cloaked in both ice and flames.
EDIT_06827	lib/edit/r_info.txt	21569	monster_name	N:name	The Lurking Horror		N:1196:The Lurking Horror
EDIT_06828	lib/edit/r_info.txt	21585	description	D	It waits for you in the ink-black of the dungeon.		D:It waits for you in the ink-black of the dungeon.
EDIT_06829	lib/edit/r_info.txt	21586	description	D	It seems to be made entirely of claws and of teeth.		D:It seems to be made entirely of claws and of teeth.
EDIT_06830	lib/edit/r_info.txt	21588	monster_name	N:name	The Shadow Fiend		N:1197:The Shadow Fiend
EDIT_06831	lib/edit/r_info.txt	21607	monster_name	N:name	Bronze golem		N:1198:Bronze golem
EDIT_06832	lib/edit/r_info.txt	21623	description	D	A gigantic four-armed animated bronze statue, glowing with great heat.		D:A gigantic four-armed animated bronze statue, glowing with great heat.
EDIT_06833	lib/edit/r_info.txt	21625	monster_name	N:name	Bone golem		N:1199:Bone golem
EDIT_06834	lib/edit/r_info.txt	21642	description	D	A skeletal form, black as night, constructed from the bones of its		D:A skeletal form, black as night, constructed from the bones of its
EDIT_06835	lib/edit/r_info.txt	21643	description	D	previous victims.		D:previous victims.
EDIT_06836	lib/edit/r_info.txt	21645	monster_name	N:name	Pandemonium		N:1200:Pandemonium
EDIT_06837	lib/edit/r_info.txt	21669	monster_name	N:name	Countess Bathory		N:1201:Countess Bathory
EDIT_06838	lib/edit/r_info.txt	21688	description	D	The Countess Elizabeth Bathory stands before you, a strikingly		D:The Countess Elizabeth Bathory stands before you, a strikingly
EDIT_06839	lib/edit/r_info.txt	21689	description	D	beautiful young woman with an aura of tremendous power. You		D:beautiful young woman with an aura of tremendous power. You
EDIT_06840	lib/edit/r_info.txt	21690	description	D	immediately notice the blood dripping from her face and covering		D:immediately notice the blood dripping from her face and covering
EDIT_06841	lib/edit/r_info.txt	21691	description	D	most of her body, and her eyes glint with an inhuman		D:most of her body, and her eyes glint with an inhuman
EDIT_06842	lib/edit/r_info.txt	21692	description	D	bloodlust as she launches herself towards you, fangs bared and		D:bloodlust as she launches herself towards you, fangs bared and
EDIT_06843	lib/edit/r_info.txt	21693	description	D	razor-sharp nails glinting as they rake through the air intent on		D:razor-sharp nails glinting as they rake through the air intent on
EDIT_06844	lib/edit/r_info.txt	21694	description	D	drawing your blood that she may bathe in it.		D:drawing your blood that she may bathe in it.
EDIT_06845	lib/edit/r_info.txt	21696	monster_name	N:name	Steam-Powered Mechanical Dragon		N:1202:Steam-Powered Mechanical Dragon
EDIT_06846	lib/edit/r_info.txt	21716	description	D	Before you stands a huge automated guardian of the depths made		D:Before you stands a huge automated guardian of the depths made
EDIT_06847	lib/edit/r_info.txt	21717	description	D	to look like a dragon. It idly bites a large chunk of the wall, the better		D:to look like a dragon. It idly bites a large chunk of the wall, the better
EDIT_06848	lib/edit/r_info.txt	21718	description	D	to power its hellish furnace; you can feel the heat from here. You consider		D:to power its hellish furnace; you can feel the heat from here. You consider
EDIT_06849	lib/edit/r_info.txt	21719	description	D	your options...		D:your options...
EDIT_06850	lib/edit/r_info.txt	21721	monster_name	N:name	The Grand Inquisitor		N:1203:The Grand Inquisitor
EDIT_06851	lib/edit/r_info.txt	21737	description	D	"... and at that moment the cardinal himself, the Grand Inquisitor,		D:"... and at that moment the cardinal himself, the Grand Inquisitor,
EDIT_06852	lib/edit/r_info.txt	21738	description	D	passes by the cathedral. He is an old man, almost ninety, tall and		D:passes by the cathedral. He is an old man, almost ninety, tall and
EDIT_06853	lib/edit/r_info.txt	21739	description	D	erect, with a withered face and sunken eyes, in which there is		D:erect, with a withered face and sunken eyes, in which there is
EDIT_06854	lib/edit/r_info.txt	21740	description	D	still a gleam of light. He is not dressed in his gorgeous cardinal's		D:still a gleam of light. He is not dressed in his gorgeous cardinal's
EDIT_06855	lib/edit/r_info.txt	21741	description	D	robes, as he was the day before, when he was burning the enemies		D:robes, as he was the day before, when he was burning the enemies
EDIT_06856	lib/edit/r_info.txt	21742	description	D	of the Roman Church -- at this moment he is wearing his coarse, old,		D:of the Roman Church -- at this moment he is wearing his coarse, old,
EDIT_06857	lib/edit/r_info.txt	21743	description	D	monk's cassock."		D:monk's cassock."
EDIT_06858	lib/edit/r_info.txt	21745	monster_name	N:name	Jack the Ripper		N:1204:Jack the Ripper
EDIT_06859	lib/edit/r_info.txt	21761	description	D	Pure evil needs no introduction.		D:Pure evil needs no introduction.
EDIT_06860	lib/edit/r_info.txt	21767	monster_name	N:name	The Babbage Analytical Engine		N:1205:The Babbage Analytical Engine
EDIT_06861	lib/edit/r_info.txt	21780	description	D	Charles Babbage must have gone on to create this heinous monster after		D:Charles Babbage must have gone on to create this heinous monster after
EDIT_06862	lib/edit/r_info.txt	21781	description	D	the creation of his useful difference engine. This must be the source of		D:the creation of his useful difference engine. This must be the source of
EDIT_06863	lib/edit/r_info.txt	21782	description	D	all the automata that you have been destroying. You are sure that if		D:all the automata that you have been destroying. You are sure that if
EDIT_06864	lib/edit/r_info.txt	21783	description	D	you destroy this monstrosity that it will end the terrible mechanical scourge.		D:you destroy this monstrosity that it will end the terrible mechanical scourge.
EDIT_06865	lib/edit/r_info.txt	21784	description	D	That is much easier said than done, however, as you see a		D:That is much easier said than done, however, as you see a
EDIT_06866	lib/edit/r_info.txt	21785	description	D	steady stream of automata appearing		D:steady stream of automata appearing
EDIT_06867	lib/edit/r_info.txt	21786	description	D	and moving towards you in an attempt to protect their master.		D:and moving towards you in an attempt to protect their master.
EDIT_06868	lib/edit/r_info.txt	21789	monster_name	N:name	The Marquis de la Tour		N:1206:The Marquis de la Tour
EDIT_06869	lib/edit/r_info.txt	21800	description	D	Seemingly out of nowhere, a gentleman steps towards you.		D:Seemingly out of nowhere, a gentleman steps towards you.
EDIT_06870	lib/edit/r_info.txt	21801	description	D	He is wearing a fine suit covered by a dark cloak. He		D:He is wearing a fine suit covered by a dark cloak. He
EDIT_06871	lib/edit/r_info.txt	21802	description	D	tips his top hat towards you. "Good evening", he says		D:tips his top hat towards you. "Good evening", he says
EDIT_06872	lib/edit/r_info.txt	21803	description	D	with a smile. Suddenly he pulls a shotgun from under		D:with a smile. Suddenly he pulls a shotgun from under
EDIT_06873	lib/edit/r_info.txt	21804	description	D	his cloak and points it towards you. His form seems		D:his cloak and points it towards you. His form seems
EDIT_06874	lib/edit/r_info.txt	21805	description	D	to blur for a second and then resolidifies in the form		D:to blur for a second and then resolidifies in the form
EDIT_06875	lib/edit/r_info.txt	21806	description	D	of a humanoid tiger: a Rakshasa! "A good evening		D:of a humanoid tiger: a Rakshasa! "A good evening
EDIT_06876	lib/edit/r_info.txt	21807	description	D	indeed," he growls, "A pity you will not live to enjoy it!".		D:indeed," he growls, "A pity you will not live to enjoy it!".
EDIT_06877	lib/edit/r_info.txt	21809	monster_name	N:name	The Etheric Dimensional Phase Automaton		N:1207:The Etheric Dimensional Phase Automaton
EDIT_06878	lib/edit/r_info.txt	21825	description	D	There was once a universe where a brilliant scientist lived. Greater		D:There was once a universe where a brilliant scientist lived. Greater
EDIT_06879	lib/edit/r_info.txt	21826	description	D	than any man of science had ever been, his inventions were countless		D:than any man of science had ever been, his inventions were countless
EDIT_06880	lib/edit/r_info.txt	21827	description	D	and grander than any race's inventions had a right to be. However, hubris		D:and grander than any race's inventions had a right to be. However, hubris
EDIT_06881	lib/edit/r_info.txt	21828	description	D	is not just a human concept. One day, believing himself to		D:is not just a human concept. One day, believing himself to
EDIT_06882	lib/edit/r_info.txt	21829	description	D	be infallible, he invented the Etheric Dimensional Phase Automaton.		D:be infallible, he invented the Etheric Dimensional Phase Automaton.
EDIT_06883	lib/edit/r_info.txt	21830	description	D	It promptly killed him and began exterminating life anywhere it could		D:It promptly killed him and began exterminating life anywhere it could
EDIT_06884	lib/edit/r_info.txt	21831	description	D	find it; since it can travel to any place and to any time, that		D:find it; since it can travel to any place and to any time, that
EDIT_06885	lib/edit/r_info.txt	21832	description	D	is quite a bit of life indeed.		D:is quite a bit of life indeed.
EDIT_06886	lib/edit/r_info.txt	21838	monster_name	N:name	Young silver dragon		N:1208:Young silver dragon
EDIT_06887	lib/edit/r_info.txt	21853	description	D	It has a form that legends are made of. Its still-tender scales are a		D:It has a form that legends are made of. Its still-tender scales are a
EDIT_06888	lib/edit/r_info.txt	21854	description	D	tarnished silver hue, and light is reflected from its form.		D:tarnished silver hue, and light is reflected from its form.
EDIT_06889	lib/edit/r_info.txt	21856	monster_name	N:name	Mature silver dragon		N:1209:Mature silver dragon
EDIT_06890	lib/edit/r_info.txt	21871	description	D	A large dragon with scales of gleaming silver.		D:A large dragon with scales of gleaming silver.
EDIT_06891	lib/edit/r_info.txt	21873	monster_name	N:name	Ancient silver dragon		N:1210:Ancient silver dragon
EDIT_06892	lib/edit/r_info.txt	21889	description	D	A huge draconic form wreathed in a nimbus of light.		D:A huge draconic form wreathed in a nimbus of light.
EDIT_06893	lib/edit/r_info.txt	21893	monster_name	N:name	Ruby serpent		N:1211:Ruby serpent
EDIT_06894	lib/edit/r_info.txt	21909	description	D	A huge crystalline snake with razor-sharp fangs. Deep red hues reflect		D:A huge crystalline snake with razor-sharp fangs. Deep red hues reflect
EDIT_06895	lib/edit/r_info.txt	21910	description	D	from it as it moves in the light.		D:from it as it moves in the light.
EDIT_06896	lib/edit/r_info.txt	21912	monster_name	N:name	Emerald serpent		N:1212:Emerald serpent
EDIT_06897	lib/edit/r_info.txt	21928	description	D	A huge crystalline snake with razor-sharp fangs. Deep green hues		D:A huge crystalline snake with razor-sharp fangs. Deep green hues
EDIT_06898	lib/edit/r_info.txt	21929	description	D	reflect from it as it moves in the light.		D:reflect from it as it moves in the light.
EDIT_06899	lib/edit/r_info.txt	21931	monster_name	N:name	Amethyst serpent		N:1213:Amethyst serpent
EDIT_06900	lib/edit/r_info.txt	21947	description	D	A huge crystalline snake with razor-sharp fangs. Deep purple hues		D:A huge crystalline snake with razor-sharp fangs. Deep purple hues
EDIT_06901	lib/edit/r_info.txt	21948	description	D	reflect from it as it moves in the light.		D:reflect from it as it moves in the light.
EDIT_06902	lib/edit/r_info.txt	21952	monster_name	N:name	The Midnight Dragon		N:1214:The Midnight Dragon
EDIT_06903	lib/edit/r_info.txt	21970	description	D	A colossal dragon with scales black as midnight, it regards you		D:A colossal dragon with scales black as midnight, it regards you
EDIT_06904	lib/edit/r_info.txt	21971	description	D	contemptously.		D:contemptously.
EDIT_06905	lib/edit/r_info.txt	21973	monster_name	N:name	The Nightmare Dragon		N:1215:The Nightmare Dragon
EDIT_06906	lib/edit/r_info.txt	21992	description	D	You try and convince yourself that it doesn't exist.		D:You try and convince yourself that it doesn't exist.
EDIT_06907	lib/edit/r_info.txt	21996	monster_name	N:name	Winged Horror		N:1216:Winged Horror
EDIT_06908	lib/edit/r_info.txt	22010	description	D	A terrifying sight: a winged creature greater than any bird you have ever		D:A terrifying sight: a winged creature greater than any bird you have ever
EDIT_06909	lib/edit/r_info.txt	22011	description	D	seen, and with no feathers on its horrid black leathery wings.  Descended		D: seen, and with no feathers on its horrid black leathery wings.  Descended
