Missing file rows: 0
NO_MATCH SRC_14675 src/r_poss.c:1433:25 "<topic:CurrentForm>================================ <color:keypress>C</color>urrent Form =================================\n\n"
NO_MATCH SRC_14676 src/r_poss.c:1438:21 "<topic:RecentForms>================================ <color:keypress>R</color>ecent Forms =================================\n\n"
NO_MATCH SRC_14677 src/r_poss.c:1440:21 "<color:G>%-33.33s CL Day Time DL %-28.28s</color>\n"
NO_MATCH SRC_14678 src/r_poss.c:1440:78 "Most Recent Forms"
NO_MATCH SRC_14679 src/r_poss.c:1440:99 "Location"
NO_MATCH SRC_14854 src/r_rag.c:1059:64 "Sexy Swimsuit"
NO_MATCH SRC_14961 src/r_ring.c:1890:19 "You feel power draining from your body!"
NO_MATCH SRC_14962 src/r_ring.c:1951:24 "%^s sees you for what you truly are!"
NO_MATCH SRC_14963 src/r_ring.c:1956:24 "%^s glances down at you, but seems to have doubts."
NO_MATCH SRC_14964 src/r_ring.c:1966:32 "%^s says, 'My Precious!'"
NO_MATCH SRC_14965 src/r_ring.c:1967:32 "%^s says, 'Look! A Pretty!'"
NO_MATCH SRC_14966 src/r_ring.c:1968:32 "%^s says, 'Hark! What have we here?'"
NO_MATCH SRC_14967 src/r_ring.c:1969:32 "%^s says, 'Finally! A lucky drop at last!'"
NO_MATCH SRC_14968 src/r_ring.c:1970:32 "%^s says, 'This better be a Ring of Speed!'"
NO_MATCH SRC_14969 src/r_ring.c:1972:24 "%^s picks you up."
NO_MATCH SRC_14970 src/r_ring.c:2036:42 "%^s removes you in disgust."
NO_MATCH SRC_14971 src/r_ring.c:2057:27 "Press Space to continue."
NO_MATCH SRC_15004 src/r_spider.c:604:109 "Aranea"
NO_MATCH SRC_15116 src/r_sword.c:1046:55 "Death Sword"
NO_MATCH SRC_15117 src/r_sword.c:1046:70 "Poleaxe of Animated Attack"
NO_MATCH SRC_15119 src/r_sword.c:1047:46 "Death Scythe"
NO_MATCH SRC_15122 src/r_sword.c:1135:19 "You feel power draining from your body!"
NO_MATCH SRC_15147 src/r_troll.c:421:23 "Spirit trolls may pass through walls on their quest to demolish all that oppose them."
NO_MATCH SRC_15148 src/r_troll.c:423:7 "Troll King"
NO_MATCH SRC_15150 src/r_troll.c:443:19 "Troll"
NO_MATCH SRC_15189 src/r_vamp.c:506:42 "Master Vampire"
NO_MATCH SRC_15190 src/r_vamp.c:506:60 "Vampire Lord"
NO_MATCH SRC_15191 src/r_vamp.c:506:76 "Elder Vampire"
NO_MATCH SRC_15211 src/r_vamp.c:905:19 "Dire Wolf"
NO_MATCH SRC_15247 src/r_xorn.c:112:47 "Xorn"
NO_MATCH SRC_15248 src/r_xorn.c:112:55 "Xaren"
NO_MATCH SRC_15257 src/races_a.c:250:19 "Android"
NO_MATCH SRC_15258 src/races_a.c:251:19 "An android is an artificial creation with a body of machinery. Their intelligence almost matches that of organic races, though their wisdom is no better than that of Golems. Of course, their mechanical body offers great physical advantages, far surpassing the powers of man. Uniquely among all races, Androids do not acquire experience from killing monsters, but rather gain in power as they attach new equipment to their frame. Rings, amulets, and lights do not influence growth. Androids are resistant to poison and immune to life-draining attacks; moreover, because of their hard metallic bodies, they get a bonus to AC. Androids have electronic circuits throughout their body, and so must beware of electric shocks. They gain very little nutrition from the food of mortals, but can use flasks of oil as their energy source."
NO_MATCH SRC_15259 src/races_a.c:319:19 "Archon"
NO_MATCH SRC_15260 src/races_a.c:320:19 "Archons are a higher class of angels. They are good at all skills, and are strong, wise, and a favorite with any people. They are able to see the unseen, and their wings allow them to safely fly over traps and other dangerous places. However, belonging to a higher plane as they do, the experiences of this world do not leave a strong impression on them and they gain levels slowly."
NO_MATCH SRC_15261 src/races_a.c:401:19 "Balrog"
NO_MATCH SRC_15262 src/races_a.c:402:19 "Balrogs are a higher class of demons. They are strong, intelligent and tough, but lacking in wisdom and not suitable for priesthood. Balrogs are resistant to fire and nether, and have a firm hold on their life force; they also soon learn to see invisible things. They are good at almost all skills except stealth. They gain very little nutrition from the food of mortals, and need human corpses as sacrifices to regain their vitality."
NO_MATCH SRC_15263 src/races_a.c:483:19 "Barbarian"
NO_MATCH SRC_15264 src/races_a.c:484:19 "Barbarians are hardy men of the north; they are fierce in combat, and their wrath is feared throughout the world. Combat is their life: they feel no fear, and they learn to enter battle frenzy at will even sooner than half-trolls. Barbarians are, however, suspicious of magic, which makes magic devices fairly hard for them to use. Barbarians gain a demigod talent at level 30."
NO_MATCH SRC_15265 src/races_a.c:530:19 "You feel different..."
NO_MATCH SRC_15266 src/races_a.c:557:19 "Beastman"
NO_MATCH SRC_15267 src/races_a.c:558:19 "This race is a blasphemous abomination produced by Chaos. It is not an independent race but rather a humanoid creature, most often a human, twisted by Chaos; or else a nightmarish crossbreed of a human and a beast. All Beastmen are accustomed to Chaos so much that they are untroubled by confusion and sound, although raw Logrus can still hurt them. Beastmen revel in chaos, as it twists them more and more. Beastmen are subject to mutations: when they have been created, they receive a random mutation, and have a small chance to gain more mutations every time they advance a level. Unlike normal races, Beastmen can have many mutations without ill effects on their regeneration."
NO_MATCH SRC_15268 src/races_a.c:609:29 "Vomit"
NO_MATCH SRC_15269 src/races_a.c:612:29 "Ejects the contents of your stomach, making you extremely hungry and curing poison. Vomiting on an already empty stomach hurts a bit."
NO_MATCH SRC_15270 src/races_a.c:618:19 "You throw up!"
NO_MATCH SRC_15272 src/races_a.c:656:19 "Boit"
NO_MATCH SRC_15273 src/races_a.c:657:19 "Boits are small bipedal creatures covered in yellow, lilac, brown or green fur, distantly related to the Yeeks. Boits move speedily, and can eject the contents of their stomachs at will, but they are not particularly well-suited for melee, ranged combat, use of magical devices, or spellcasting."
NO_MATCH SRC_15274 src/races_a.c:699:24 "Hooves"
NO_MATCH SRC_15275 src/races_a.c:709:29 "Jump"
NO_MATCH SRC_15276 src/races_a.c:712:29 "Leap a short distance, clearing any intervening monsters or obstacles."
NO_MATCH SRC_15277 src/races_a.c:725:23 "You can't jump that far."
NO_MATCH SRC_15278 src/races_a.c:730:23 "You can't see that location."
NO_MATCH SRC_15279 src/races_a.c:735:23 "You can't leap there!"
NO_MATCH SRC_15281 src/races_a.c:795:14 "Hooves"
NO_MATCH SRC_15282 src/races_a.c:807:19 "Centaur"
NO_MATCH SRC_15283 src/races_a.c:808:19 "Centaurs are creatures with the head, arms and torso of a human combined with the body and legs of a horse. As such, they are able to move more quickly as they gain experience and are capable of leaping great distances. Centaurs are skilled in fighting and archery and can attack monsters with their hooves in addition to normal melee weapons; but lacking normal feet, they cannot wear boots. Being at home in the forests of the world, Centaurs are able to move quickly through foliage."
NO_MATCH SRC_15284 src/races_a.c:875:19 "Cyclops"
NO_MATCH SRC_15285 src/races_a.c:876:19 "With but one eye, a Cyclops can see more than many with two eyes. They are headstrong, and loud noises bother them very little. They are not quite qualified for the magic using professions, but as a certain Mr. Ulysses can testify, their accuracy with thrown rocks can be deadly!"
NO_MATCH SRC_15286 src/races_a.c:940:19 "Dark-Elf"
NO_MATCH SRC_15287 src/races_a.c:941:19 "A cave-dwelling race unhampered by darkness attacks, dark-elves have more in common with Nibelungs than with other elves. They have a great capacity for magic and spellcasting, and learn the Magic Missile spell at a low level regardless of their class. With their keen sight, they soon acquire the ability to see invisible things."
NO_MATCH SRC_15297 src/races_a.c:1075:29 "Breathe"
NO_MATCH SRC_15298 src/races_a.c:1078:36 "Breathes %s at your opponent."
NO_MATCH SRC_15299 src/races_a.c:1096:24 "You breathe %s."
NO_MATCH SRC_15301 src/races_a.c:1320:18 "Claw"
NO_MATCH SRC_15303 src/races_a.c:1357:18 "Bite"
NO_MATCH SRC_15304 src/races_a.c:1377:23 "You are transformed into a dragon!"
NO_MATCH SRC_15305 src/races_a.c:1402:19 "Draconian"
NO_MATCH SRC_15306 src/races_a.c:1403:19 "Draconians are a humanoid race with dragon-like attributes. There are several subtypes of draconians with different resistances, breaths and attributes; for example, Red Draconians are resistant to fire which they may also breathe at will, while White Draconians breathe and resist cold instead. All draconians levitate. In addition, when they mature enough, they may choose a special draconian power."
NO_MATCH SRC_15307 src/races_a.c:1453:26 "Red"
NO_MATCH SRC_15309 src/races_a.c:1469:26 "White"
NO_MATCH SRC_15311 src/races_a.c:1485:26 "Blue"
NO_MATCH SRC_15313 src/races_a.c:1499:26 "Black"
NO_MATCH SRC_15315 src/races_a.c:1511:26 "Green"
NO_MATCH SRC_15317 src/races_a.c:1518:26 "Bronze"
NO_MATCH SRC_15319 src/races_a.c:1531:26 "Crystal"
NO_MATCH SRC_15321 src/races_a.c:1547:26 "Gold"
NO_MATCH SRC_15323 src/races_a.c:1560:26 "Shadow"
NO_MATCH SRC_15325 src/races_a.c:1623:19 "Dunadan"
NO_MATCH SRC_15326 src/races_a.c:1624:19 "Dunedain are a race of hardy men from the West. This elder race surpasses human abilities in every field; however, being men of the world, very little is new to them, and levels are very hard for them to gain. Dunedain gain one demigod talent at level 30. Their constitution is exceptionally good and cannot be reduced."
NO_MATCH SRC_15327 src/races_a.c:1688:19 "Dwarf"
NO_MATCH SRC_15328 src/races_a.c:1689:19 "Dwarves are the headstrong miners and fighters of legend. They tend to be strong and tough, but lack agility. Because they are so headstrong and also somewhat wise, dwarves are relatively resistant to evil curses cast on them. They are very good at fighting, searching and perception, and resist being blinded, but infamously have miserable stealth."
NO_MATCH SRC_15329 src/races_a.c:1769:19 "Einheri"
NO_MATCH SRC_15330 src/races_a.c:1770:19 "Dead heroes returning to the mortal world for one last fight, Einherjar are highly skilled in hand-to-hand combat and start with the ability to enter a battle frenzy; however, they are also passably good at using devices, and do not necessarily make weak magic users. Already having one lifetime's adventures behind them, Einherjar are very strong at the beginning but learn new things slowly. Like other undead races, they are immune to life draining. Einherjar have one serious weakness: magical healing only has a partial effect on them, healing them half as much as it would any other race."
NO_MATCH SRC_15331 src/races_a.c:1843:19 "Ent"
NO_MATCH SRC_15332 src/races_a.c:1844:19 "The Ents are a powerful race dating from the beginning of the world, oldest of all animals or plants who inhabit Arda. Spirits of the land, they guard the forests of Middle-earth. Being much like trees, they are strong but very clumsy, and highly susceptible to fire. Ents gain nourishment from drinking water; the food of mortals is of little use to them. Ents have the special ability to summon the trees of the forest to their side."
NO_MATCH SRC_15333 src/races_a.c:1918:19 "Gnome"
NO_MATCH SRC_15334 src/races_a.c:1919:19 "Gnomes are smaller than dwarves but larger than hobbits; and like hobbits, they live in the earth in burrow-like homes. Gnomes make excellent mages, and have very good saving throws. They are naturally skilled at most things, but not very strong or good at hand-to-hand fighting. Gnomes have fair infra-vision, allowing them to detect warm-blooded creatures at a distance. They are also intrinsically protected against paralysis."
NO_MATCH SRC_15335 src/races_a.c:2003:19 "Golem"
NO_MATCH SRC_15336 src/races_a.c:2004:19 "A Golem is an artificial creature, built from a lifeless raw material like clay, and awakened to life. They are nearly mindless, making them useless for professions which rely on magic, but as warriors they are very tough. They are resistant to poison and paralysis and can see invisible things. At higher levels, they also become resistant to attacks which threaten to drain away their life force. Golems gain very little nutrition from ordinary food, but can absorb mana from staves and wands as their power source. Golems also gain a natural armor class bonus from their tough body. Golems become slower with age."
NO_MATCH SRC_15337 src/races_a.c:2073:19 "Half-Giant"
NO_MATCH SRC_15338 src/races_a.c:2074:13 "Half-giants' limited intelligence makes it difficult for them to become full spellcasters, but with their huge strength they make excellent warriors. Their thick skin makes them resistant to shards, and like half-trolls, they have their strength sustained."
NO_MATCH SRC_15339 src/races_a.c:2145:13 "Half-Orc"
NO_MATCH SRC_15340 src/races_a.c:2146:13 "Half-orcs make excellent warriors, but are terrible at magic. They are as bad as dwarves at stealth, and horrible at searching, disarming, and perception. Being accustomed to living underground, half-orcs are resistant to darkness attacks. Half-orcs are quite ugly, and so tend to pay more for goods in town. The human part of their heritage allows them to select a talent at level 30."
NO_MATCH SRC_15341 src/races_a.c:2209:19 "Half-Titan"
NO_MATCH SRC_15342 src/races_a.c:2210:19 "Half-mortal descendants of the mighty titans, these immensely powerful creatures put almost any other race to shame. They may lack the fascinating special powers some other races have, but their enhanced attributes more than make up for that. They learn to estimate the strengths of their foes, and their love for law and order makes them resistant to the effects of Chaos."
NO_MATCH SRC_15343 src/races_a.c:2272:19 "Half-Troll"
NO_MATCH SRC_15344 src/races_a.c:2273:19 "Half-trolls are incredibly strong, and have more hit points than most other races. They are very stupid, and bad at searching, disarming, perception, and stealth; but they make excellent fighters despite their poor agility. They are so ugly that a half-orc grimaces in their presence. They also happen to be fun to run... Half-trolls always have their strength sustained, and their regeneration is exceptionally fast."
NO_MATCH SRC_15345 src/races_a.c:2330:19 "High-Elf"
NO_MATCH SRC_15346 src/races_a.c:2331:19 "High-elves are a race of immortal beings dating from the beginning of time. They are masters of all skills, and are strong and intelligent, although their wisdom is sometimes suspect. High-elves begin their lives able to see the unseen, and resist light effects just like regular elves. However, there are few things that they have not seen already, so new levels are quite hard for them to gain."
NO_MATCH SRC_15347 src/races_a.c:2383:19 "Hobbit"
NO_MATCH SRC_15348 src/races_a.c:2384:19 "Hobbits (or Halflings) have exceptional stealth and are very good at bows and throwing; indeed, they are generally well-suited for the adventuring life. Yet their small size is a handicap at times; they are not very good at melee fighting, and cannot suffer as many hard hits as larger races. Hobbits are known for their love of good cooking, and have an almost miraculous ability to find food in the dark depths of the dungeon."
NO_MATCH SRC_15349 src/races_a.c:2462:19 "Human"
NO_MATCH SRC_15350 src/races_a.c:2463:19 "Humans are average at everything, and tend to gain levels rapidly due to their short life spans. No racial adjustments or intrinsics occur to characters choosing human. Humans receive one special talent at level 20, which helps make up for their apparent mediocrity; but at level 35 they acquire a special human weakness. See <link:Demigods.txt#Weaknesses> for more information."
NO_MATCH SRC_15351 src/races_a.c:2526:19 "Imp"
NO_MATCH SRC_15352 src/races_a.c:2527:19 "A demon-creature from the nether-world, naturally resistant to fire attacks, and capable of learning fire bolt and fire ball attacks. They are little loved by other races, but can perform fairly well in most professions. As they advance levels, they gain the ability to perceive invisible creatures."
NO_MATCH SRC_15356 src/races_k.c:92:19 "Kobold"
NO_MATCH SRC_15357 src/races_k.c:93:19 "Kobolds are a weak goblin race. They love poisoned weapons, and can learn to throw poisoned darts (of which they carry an unlimited supply). They are also inherently resistant to poison."
NO_MATCH SRC_15358 src/races_k.c:152:19 "Kutar"
NO_MATCH SRC_15359 src/races_k.c:153:19 "A Kutar is not a dog, cat or bear. Despite their characteristic vacant expression, Kutars are beautiful and so have a high charisma. Their absent-mindedness hurts their searching and perception skills, but renders them resistant to being confused. Due to their unearthly calmness and serenity, Kutars are extremely stealthy. They learn the special ability to expand their body horizontally; this increases their armour class, but renders them vulnerable to curses."
NO_MATCH SRC_15360 src/races_k.c:223:19 "Mindflayer"
NO_MATCH SRC_15361 src/races_k.c:224:19 "Mindflayers are a secretive and mysterious ancient race. Their civilization may well be older than any other; their intelligence and wisdom are naturally sustained, and so great as to make Mindflayers highly effective spellcasters, but their physical attributes are a good deal less admirable. As they gain levels, they learn to see invisible creatures, and eventually develop a telepathic sight."
NO_MATCH SRC_15362 src/races_k.c:288:19 "Nibelung"
NO_MATCH SRC_15363 src/races_k.c:289:19 "The hated and persecuted race of nocturnal dwarves, these cave-dwellers are not much bothered by darkness. Their natural inclination to magical items has made them resistant to effects which could disenchant magical energy."
NO_MATCH SRC_15364 src/races_k.c:347:19 "Ogre"
NO_MATCH SRC_15365 src/races_k.c:348:19 "Ogres are big and ugly, but possessed of a low cunning and great strength. They have all the necessary attributes to be warriors, yet are also surprisingly adept as mages; and at high level, all Ogres learn the Ogre Mage skill of setting trapped runes. Being simple-minded, Ogres have their intelligence sustained."
NO_MATCH SRC_15366 src/races_k.c:406:19 "Shadow-Fairy"
NO_MATCH SRC_15367 src/races_k.c:407:19 "Shadow-fairies are one of the several fairy races. They have wings, and can fly over traps that may open up beneath them. Being creatures of darkness, shadow-fairies are vulnerable to bright light. They are physically weak, but naturally adept at using magic. Shadow-fairies are amazingly stealthy, and have a wonderful advantage in that they almost never aggravate monsters; aggravating equipment only gives them a slight penalty to stealth, but if they have an aggravating personality the advantage is lost."
NO_MATCH SRC_15368 src/races_k.c:482:19 "Skeleton"
NO_MATCH SRC_15369 src/races_k.c:483:19 "As undead beings, skeletons need worry very little about poison or attacks that can drain life. Skeletons do not really use eyes for perceiving things, and are thus not fooled by invisibility. Their bones are resistant to sharp shrapnel, and they will quickly become resistant to cold. Although the magical effects of potions and mushrooms will affect the skeleton even without entering its (non-existent) belly, the food itself will fall through the skeleton's jaws, giving no nutritional benefit; instead, skeletons feed themselves by absorbing the energy of magical devices."
NO_MATCH SRC_15370 src/races_k.c:532:29 "Devour Flesh"
NO_MATCH SRC_15371 src/races_k.c:535:29 "Devour flesh (yours) in order to fill your belly."
NO_MATCH SRC_15372 src/races_k.c:542:24 "It might hurt a bit. Are you sure?"
NO_MATCH SRC_15373 src/races_k.c:543:19 "You devour your own flesh!"
NO_MATCH SRC_15375 src/races_k.c:579:19 "Snotling"
NO_MATCH SRC_15376 src/races_k.c:580:19 "Snotlings are greenskins, and are cousins of Goblins and Orcs, smaller than the former and dumber than the latter, often used by them as cannon fodder, food or even cannon missiles. They are on the lowest rung of greenskin society and are bullied by all. Snotlings often wield mushrooms or sticks into battle."
NO_MATCH SRC_15377 src/races_k.c:659:19 "Spectre"
NO_MATCH SRC_15378 src/races_k.c:660:19 "A powerful undead creature, the Spectre is a ghastly apparition, surrounded by an unearthly green glow. Spectres exist only partially on our plane of existence: half-corporeal, they can pass through walls, although the density of the wall will hurt them in the process of doing this. As undead, they have a firm hold on their life force, can see invisible creatures, and resist poison, cold and nether. Spectres make superb spellcasters, but their physical form is very weak. They gain very little nutrition from the food of mortals, but can absorb mana from magical devices as their energy source."
NO_MATCH SRC_15379 src/races_k.c:730:19 "Sprite"
NO_MATCH SRC_15380 src/races_k.c:731:19 "One of the several fairy races, Sprites are very small. They have tiny wings and can fly over traps that may open up beneath them. They enjoy sunlight intensely, and need worry little about light based attacks. Although physically among the weakest races, Sprites are very talented in magic, and can become highly skilled wizards. Sprites have the special power of spraying Sleeping Dust, and at higher levels they learn to fly faster."
NO_MATCH SRC_15381 src/races_k.c:827:19 "Tomte"
NO_MATCH SRC_15382 src/races_k.c:828:19 "Smaller and of lighter build than regular elves, Tomtes are nimble, intelligent, extremely stealthy and at home with magical devices, but their size handicaps them in physical combat. They greatly prefer light headwear, and cannot think clearly with a heavy helmet squeezing their brains. Tomtes have the ability to assess monsters and items at a glance (they gain auto-identify at level 40); and being accustomed to long winters, they are not much bothered by cold."
NO_MATCH SRC_15383 src/races_k.c:917:19 "Tonberry"
NO_MATCH SRC_15384 src/races_k.c:918:19 "Tonberries are lizard-like creatures who possess enormous strength and have a preference for cleavers and large knives. They are, however, sluggish in their movements and reactions; young and inexperienced tonberries are often preyed on by the other races. They possess human-like intelligence, but rarely become mages due to their culture and physiology. Tonberries attack very powerfully in melee, albeit with fewer attacks than normal. They are also easily confused and move with reduced speed."
NO_MATCH SRC_15385 src/races_k.c:998:19 "Vampire"
NO_MATCH SRC_15386 src/races_k.c:999:19 "One of the mightier undead creatures, the vampire is an awe-inspiring sight. Yet this dread creature has a serious weakness: the bright rays of sun are its bane, and it will need to flee the surface to the deep recesses of earth until the sun finally sets. Darkness, on the other hand, holds few terrors to a vampire. Being undead, vampires also resist nether, cold and poison and have a firm hold on their life force; but they are susceptible to a perpetual hunger for fresh blood, which can only be satiated by sucking the blood from a nearby monster."
NO_MATCH SRC_15387 src/races_k.c:1055:19 "Wood-Elf"
NO_MATCH SRC_15388 src/races_k.c:1056:19 "Wood-Elves are the most common of elves. They prefer the seclusion of thick forests and are unhampered when moving through dense foliage. Their skills with tracking and bow are unsurpassed, and as they advance they gain the power of Nature Awareness."
NO_MATCH SRC_15389 src/races_k.c:1117:19 "Yeek"
NO_MATCH SRC_15390 src/races_k.c:1118:19 "Yeeks are among the most pathetic creatures. Fortunately, their horrible screams can scare away less confident foes, and their skin becomes more and more resistant to acid as they gain experience. They are also fairly good at magic; but in combat, even a mediocre monster can wipe the proverbial floor with an unwary Yeek."
NO_MATCH SRC_15391 src/races_k.c:1193:19 "Zombie"
NO_MATCH SRC_15392 src/races_k.c:1194:19 "Zombies are undead horrors, resistant to life draining and the forces of the netherworld. The grave is cold, but this does not bother the undead, and poison also scarcely affects the unliving. Zombies gain little nutrition from ordinary food; instead, they absorb energy from magical devices to maintain their undead existence."
NO_MATCH SRC_15401 src/races_mf.c:431:19 "Mithril-Golem"
NO_MATCH SRC_15402 src/races_mf.c:482:19 "Small Kobold"
NO_MATCH SRC_15403 src/races_mf.c:483:19 "Small Kobolds are a the runts of the kobold race, often relegated to the performance of menial tasks deemed unworthy of their larger, more respectable brethren."
NO_MATCH SRC_15404 src/races_mf.c:561:19 "Vampire"
NO_MATCH SRC_15865 src/rune_kt.c:2035:51 "Browse which group of spells?"
NO_MATCH SRC_15973 src/samurai.c:1093:89 "No Form"
NO_MATCH SRC_15975 src/samurai.c:1110:42 "Browse which form"
NO_MATCH SRC_15998 src/save.c:49:79 "Mouth of Sauron"
NO_MATCH SRC_16058 src/scores.c:35:60 "Dead"
NO_MATCH SRC_16059 src/scores.c:35:69 "Alive"
NO_MATCH SRC_16061 src/scores.c:90:63 "Female"
NO_MATCH SRC_16367 src/shop.c:1571:32 "Unrecognized command: <color:R>^%c</color>. Press <color:keypress>?</color> 帮助。"
NO_MATCH SRC_16368 src/shop.c:1581:28 "<color:U>%s</color> brings out some new stock."
NO_MATCH SRC_16369 src/shop.c:1596:43 "It's time for you to leave!"
NO_MATCH SRC_16370 src/shop.c:1597:28 "<color:v>Your pack is overflowing!</color> It's time for you to leave!"
NO_MATCH SRC_16389 src/shop.c:2470:37 "%3d.%d lbs"
NO_MATCH SRC_16390 src/shop.c:2519:26 "Wilderness"
NO_MATCH SRC_16391 src/shop.c:2519:40 "Outpost"
NO_MATCH SRC_16392 src/shop.c:2519:51 "Telmora"
NO_MATCH SRC_16393 src/shop.c:2519:62 "Morivant"
NO_MATCH SRC_16394 src/shop.c:2519:74 "Angwil"
NO_MATCH SRC_16395 src/shop.c:2519:84 "Anambar"
NO_MATCH SRC_16396 src/shop.c:2519:95 "Thalos"
NO_MATCH SRC_16397 src/shop.c:2519:105 "Zul"
NO_MATCH SRC_16398 src/shop.c:2519:112 "Dungeon"
NO_MATCH SRC_16399 src/shop.c:2993:32 "NotSureYet"
NO_MATCH SRC_16481 src/skillmaster.c:1293:26 "<color:y>RET</color>) <color:v>Accept</color>\n"
NO_MATCH SRC_16482 src/skillmaster.c:1294:26 "<color:y>ESC</color>) Cancel\n"
NO_MATCH SRC_16486 src/skillmaster.c:1369:33 "<color:G>Choose the Skill</color>\n"
NO_MATCH SRC_16487 src/skillmaster.c:1383:69 "Learned"
NO_MATCH SRC_16488 src/skillmaster.c:1384:69 "Available"
NO_MATCH SRC_16489 src/skillmaster.c:1386:33 "<color:y>?</color>) Help\n"
NO_MATCH SRC_16490 src/skillmaster.c:1387:33 "<color:y>ESC</color>) Cancel\n"
NO_MATCH SRC_16492 src/skillmaster.c:1399:27 "Really reset this group?"
NO_MATCH SRC_16494 src/skillmaster.c:1458:33 "<color:G>Choose the Skill Type</color>\n"
NO_MATCH SRC_16495 src/skillmaster.c:1469:69 "Learned"
NO_MATCH SRC_16496 src/skillmaster.c:1470:69 "Available"
NO_MATCH SRC_16497 src/skillmaster.c:1472:33 "<color:y>?</color>) Help\n"
NO_MATCH SRC_16498 src/skillmaster.c:1473:33 "<color:y>ESC</color>) <color:v>Quit</color>\n"
NO_MATCH SRC_16500 src/skillmaster.c:1485:27 "Really reset all skills?"
NO_MATCH SRC_16502 src/skillmaster.c:1644:33 "<color:r>Realm:</color> <color:B>%s</color>\n\n"
NO_MATCH SRC_16503 src/skillmaster.c:1653:25 "Your alignment is adding <color:R>%+d%%</color> to your fail rates in this realm.\n\n"
NO_MATCH SRC_16504 src/skillmaster.c:1691:25 "<topic:Throwing>=================================== <color:keypress>T</color>hrowing ==================================\n\n"
NO_MATCH SRC_16505 src/skillmaster.c:1699:21 "<topic:Skills>==================================== <color:keypress>S</color>kills ===================================\n\n"
NO_MATCH SRC_16506 src/skillmaster.c:1709:25 "<topic:Spells>==================================== <color:keypress>S</color>pells ===================================\n\n"
NO_MATCH SRC_16507 src/skillmaster.c:1746:19 "Skillmaster"
NO_MATCH SRC_16508 src/skillmaster.c:1747:19 "The Skillmaster is not your ordinary class. Instead, you may design your own class, on the fly, using a point-based skill system. Upon birth, you will get 5 points to spend; use them wisely to set the basic direction of your class. Every fifth character level, you will receive an additional point to spend, for fifteen points overall. You may use these points to learn melee, to master a spell realm, to improve your speed or stealth, to increase your magic device skills, to gain special techniques, to learn riding, dual-wielding or martial arts... no other class, even Psion or Yeqrezh Disciple, offers as much flexibility.\n\nMost skills allow the investment of multiple points for increased proficiency, but some are abilities that you may buy with a single point (e.g. Luck). This class is not recommended for beginning players, despite being quite strong; you only have a limited amount of points to spend, and your choices are irreversible."
NO_MATCH SRC_16524 src/skills.c:226:28 "<color:B>Your <color:R>%s</color> skills are improving.</color>"
NO_MATCH SRC_16525 src/skills.c:389:28 "<color:B>You must fight level <color:R>%d</color> monsters to gain weapon proficiency.</color>"
NO_MATCH SRC_16526 src/skills.c:396:28 "<color:B>Against level <color:R>%d</color> foes, you can only train weapon proficiency to <color:R>%d</color> (Current Skill: <color:R>%d</color>).</color>"
NO_MATCH SRC_16527 src/skills.c:421:28 "<color:B>Your <color:R>%s</color> skills are improving.</color>"
NO_MATCH SRC_16528 src/skills.c:466:16 "Unskilled"
NO_MATCH SRC_16529 src/skills.c:468:16 "Beginner"
NO_MATCH SRC_16530 src/skills.c:470:16 "Skilled"
NO_MATCH SRC_16531 src/skills.c:472:16 "Expert"
NO_MATCH SRC_16532 src/skills.c:474:16 "Master"
NO_MATCH SRC_16533 src/skills.c:656:41 "You are starting to get the hang of riding. Keep at it!"
NO_MATCH SRC_16534 src/skills.c:658:41 "You feel more comfortable while riding."
NO_MATCH SRC_16535 src/skills.c:660:41 "You feel your riding improve."
NO_MATCH SRC_16536 src/skills.c:662:41 "You are getting quite good at riding."
NO_MATCH SRC_16537 src/skills.c:664:41 "Soon you will be a riding master!"
NO_MATCH SRC_16538 src/skills.c:879:28 "<color:B>You must fight level <color:R>%d</color> monsters to gain weapon proficiency.</color>"
NO_MATCH SRC_16539 src/skills.c:887:28 "<color:B>Against level <color:R>%d</color> foes, you can only train weapon proficiency to <color:R>%d</color> (Current Skill: <color:R>%d</color>).</color>"
NO_MATCH SRC_16540 src/skills.c:908:28 "<color:B>Your <color:R>%s</color> skills are improving.</color>"
NO_MATCH SRC_16541 src/skills.c:943:16 "Unskilled"
NO_MATCH SRC_16542 src/skills.c:945:16 "Beginner"
NO_MATCH SRC_16543 src/skills.c:947:16 "Skilled"
NO_MATCH SRC_16544 src/skills.c:949:16 "Expert"
NO_MATCH SRC_16545 src/skills.c:951:16 "Master"
NO_MATCH SRC_16643 src/spells.c:1294:46 "power"
NO_MATCH SRC_17002 src/spells2.c:4808:73 "another monster"
NO_MATCH SRC_17003 src/spells2.c:4808:93 "a monster"
NO_MATCH SRC_17004 src/spells2.c:4808:108 "someone"
NO_MATCH SRC_17009 src/spells3.c:455:88 "You feel a strange pulling sensation!"
NO_MATCH SRC_17077 src/spells3.c:1759:87 "flies"
NO_MATCH SRC_17078 src/spells3.c:1759:97 "fly"
NO_MATCH SRC_17104 src/spells3.c:2049:89 "coin's"
NO_MATCH SRC_17105 src/spells3.c:2049:100 "coins'"
NO_MATCH SRC_17113 src/spells3.c:2295:60 "The"
NO_MATCH SRC_17136 src/spells3.c:2395:108 "were"
NO_MATCH SRC_17137 src/spells3.c:2395:115 "was"
NO_MATCH SRC_17176 src/spells3.c:2922:62 "The"
